Date,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,0,P,R
21/11/2004,06.00.00,0,2,858,-200.0,2.0,7,633,97,1136,73,878,788.0,3,5,55.0,9.0,4431.0
21/11/2004,07.00.00,-200,819,-200,3.0,6.0,690,127,1051,84,907,819,1.0,8,61,7.0,0.0,
21/11/2004,08.00.00,0,2,862,-200.0,4.0,9,757,227,983,116,938,879.0,1,3,65.0,3.0,4457.0
21/11/2004,09.00.00,0,5,877,-200.0,5.0,6,793,253,944,132,951,924.0,3,2,57.0,0.0,4434.0
21/11/2004,10.00.00,0,4,941,-200.0,6.0,4,832,234,914,125,970,964.0,7,2,42.0,8.0,4356.0
21/11/2004,11.00.00,0,8,983,-200.0,6.0,8,846,291,871,148,996,1055.0,10,3,34.0,2.0,4291.0
21/11/2004,12.00.00,1,5,1067,-200.0,10.0,1,981,402,755,186,1104,1383.0,10,9,33.0,8.0,4393.0
21/11/2004,13.00.00,1,9,1100,-200.0,11.0,2,1022,492,752,193,1101,1367.0,12,2,30.0,0.0,4245.0
21/11/2004,14.00.00,1,1,958,-200.0,8.0,7,928,351,841,174,986,1120.0,13,3,24.0,3.0,3686.0
21/11/2004,15.00.00,0,3,866,-200.0,5.0,0,763,160,1018,106,859,775.0,15,2,18.0,7.0,3214.0
21/11/2004,16.00.00,0,9,1018,-200.0,8.0,2,907,292,889,127,981,1150.0,14,9,21.0,7.0,3646.0
21/11/2004,17.00.00,2,1,1175,-200.0,12.0,7,1074,537,748,172,1134,1528.0,13,1,25.0,4.0,3814.0
21/11/2004,18.00.00,2,4,1197,-200.0,10.0,9,1012,607,717,179,1103,1655.0,11,7,32.0,7.0,4472.0
21/11/2004,19.00.00,1,6,1110,-200.0,7.0,4,872,308,822,150,971,1393.0,10,1,34.0,4.0,4249.0
21/11/2004,20.00.00,1,1,1060,-200.0,6.0,3,825,277,854,147,967,1338.0,9,8,36.0,0.0,4364.0
21/11/2004,21.00.00,1,3,1136,-200.0,7.0,7,885,348,806,163,1006,1403.0,7,1,43.0,2.0,4360.0
21/11/2004,22.00.00,0,8,1049,-200.0,7.0,2,864,267,818,145,1010,1327.0,5,9,47.0,8.0,4459.0
21/11/2004,23.00.00,1,1053,-200,7.0,0.0,859,399,810,186,1008,1346,5.0,3,50,5.0,0.0,
22/11/2004,00.00.00,0,3,970,-200.0,5.0,0,763,163,917,116,930,1132.0,5,6,48.0,0.0,4412.0
22/11/2004,01.00.00,1,1049,-200,8.0,2.0,907,297,795,145,1038,1209,3.0,9,55,9.0,0.0,
22/11/2004,02.00.00,0,4,919,-200.0,5.0,0,761,212,911,122,942,1044.0,3,3,58.0,0.0,4551.0
22/11/2004,03.00.00,0,1,870,-200.0,3.0,5,684,-200,997,-200,895,936.0,3,7,56.0,3.0,4544.0
22/11/2004,04.00.00,-200,814,-200,2.0,0.0,587,81,1146,68,876,840,4.0,2,54,8.0,0.0,
22/11/2004,05.00.00,-200,820,-200,2.0,3.0,604,116,1127,80,874,847,2.0,6,60,8.0,0.0,
22/11/2004,06.00.00,0,1,897,-200.0,4.0,2,722,201,987,108,953,959.0,3,7,57.0,9.0,4651.0
22/11/2004,07.00.00,0,4,988,-200.0,6.0,8,850,333,861,149,1030,1133.0,4,5,54.0,8.0,4660.0
22/11/2004,08.00.00,2,4,1242,-200.0,16.0,2,1185,733,625,232,1297,1511.0,4,9,55.0,8.0,4882.0
22/11/2004,09.00.00,3,1,1493,-200.0,50.0,7,1981,846,448,215,1567,2346.0,5,4,55.0,1.0,4970.0
22/11/2004,10.00.00,3,1,1394,-200.0,63.0,7,2214,801,411,218,1629,2311.0,6,2,51.0,8.0,4952.0
22/11/2004,11.00.00,2,7,1252,-200.0,25.0,4,1439,884,559,239,1383,1798.0,6,8,49.0,8.0,4959.0
22/11/2004,12.00.00,2,3,1255,-200.0,20.0,1,1301,784,571,224,1355,1750.0,7,3,50.0,6.0,5184.0
22/11/2004,13.00.00,3,1360,-200,23.0,5.0,1392,896,490,235,1458,1863,7.0,8,49,0.0,0.0,
22/11/2004,14.00.00,3,6,1369,-200.0,25.0,2,1434,953,489,237,1539,1883.0,8,0,49.0,2.0,5282.0
22/11/2004,15.00.00,3,1,1361,-200.0,21.0,8,1347,980,518,239,1456,1851.0,8,3,49.0,3.0,5414.0
22/11/2004,16.00.00,3,5,1411,-200.0,22.0,8,1371,1058,500,235,1484,1919.0,8,5,49.0,6.0,5517.0
22/11/2004,17.00.00,4,1509,-200,25.0,4.0,1439,1080,459,199,1577,2078,8.0,5,52,6.0,0.0,
22/11/2004,18.00.00,6,3,1738,-200.0,38.0,3,1735,1301,365,240,1917,2434.0,8,9,53.0,4.0,6117.0
22/11/2004,19.00.00,6,9,1766,-200.0,37.0,6,1720,1345,361,245,1881,2515.0,9,1,53.0,8.0,6216.0
22/11/2004,20.00.00,6,5,1706,-200.0,33.0,9,1641,1218,381,239,1778,2522.0,8,9,54.0,2.0,6183.0
22/11/2004,21.00.00,3,3,1472,-200.0,22.0,4,1361,884,462,191,1455,2334.0,8,5,54.0,2.0,6054.0
22/11/2004,22.00.00,2,4,1392,-200.0,16.0,9,1206,650,521,164,1347,2199.0,8,5,57.0,8.0,6432.0
22/11/2004,23.00.00,1,7,1335,-200.0,13.0,9,1112,444,570,130,1331,1861.0,7,7,71.0,1.0,7503.0
23/11/2004,00.00.00,1,3,1285,-200.0,11.0,6,1037,370,610,121,1277,1751.0,7,9,72.0,5.0,7766.0
23/11/2004,01.00.00,1,1,1267,-200.0,10.0,8,1008,349,628,118,1264,1652.0,8,0,75.0,3.0,8079.0
23/11/2004,02.00.00,0,8,1176,-200.0,8.0,8,930,287,679,113,1216,1455.0,8,0,76.0,2.0,8217.0
23/11/2004,03.00.00,0,3,1079,-200.0,6.0,0,812,-200,782,-200,1158,1158.0,7,8,81.0,3.0,8631.0
23/11/2004,04.00.00,-200,1084,-200,6.0,1.0,816,226,776,94,1165,1126,7.0,9,81,8.0,0.0,
23/11/2004,05.00.00,1,3,1091,-200.0,6.0,4,829,238,755,92,1177,1126.0,8,2,81.0,4.0,8880.0
23/11/2004,06.00.00,1,4,1126,-200.0,7.0,7,886,316,713,98,1225,1158.0,8,5,81.0,1.0,8989.0
23/11/2004,07.00.00,2,1,1210,-200.0,10.0,0,978,508,666,111,1332,1237.0,8,9,79.0,3.0,9088.0
23/11/2004,08.00.00,4,5,1565,-200.0,24.0,0,1405,920,488,139,1830,1696.0,9,5,77.0,9.0,9278.0
23/11/2004,09.00.00,5,7,1578,-200.0,27.0,6,1494,980,448,160,1854,1800.0,9,9,77.0,6.0,9488.0
23/11/2004,10.00.00,6,6,1702,-200.0,31.0,5,1585,1188,422,183,1960,1967.0,10,7,76.0,2.0,9798.0
23/11/2004,11.00.00,5,1552,-200,24.0,1.0,1406,1045,478,185,1749,1862,11.0,8,72,2.0,0.0,
23/11/2004,12.00.00,5,3,1590,-200.0,26.0,5,1466,999,448,198,1831,2003.0,13,3,66.0,9.0,163.0
23/11/2004,13.00.00,5,4,1640,-200.0,27.0,1,1480,955,432,201,1865,2041.0,13,8,67.0,0.0,513.0
23/11/2004,14.00.00,7,3,1769,-200.0,33.0,2,1624,1189,396,233,2041,2202.0,13,9,67.0,6.0,666.0
23/11/2004,15.00.00,5,1,1581,-200.0,25.0,5,1442,933,435,202,1839,1966.0,14,2,66.0,8.0,730.0
23/11/2004,16.00.00,5,3,1658,-200.0,27.0,1,1482,898,419,186,1893,2030.0,14,2,67.0,8.0,879.0
23/11/2004,17.00.00,7,3,1821,-200.0,35.0,4,1673,1201,371,215,2119,2201.0,13,6,71.0,0.0,1018.0
23/11/2004,18.00.00,10,2,1982,-200.0,,5,1959,1369,322,227,2536,2386.0,13,2,72.0,6.0,936.0
23/11/2004,19.00.00,11,9,2008,-200.0,50.0,6,1980,1389,325,220,2562,2342.0,12,4,74.0,7.0,741.0
23/11/2004,20.00.00,11,5,1918,-200.0,,4,1958,1358,335,190,2477,2237.0,11,5,76.0,2.0,324.0
23/11/2004,21.00.00,8,3,1693,-200.0,31.0,7,1590,1189,412,178,1949,2025.0,10,4,79.0,3.0,9993.0
23/11/2004,22.00.00,4,7,1495,-200.0,21.0,8,1345,866,467,147,1649,1853.0,10,0,82.0,5.0,150.0
23/11/2004,23.00.00,4,1449,-200,19.0,8.0,1291,718,482,138,1580,1817,10.0,0,82,6.0,1.0,
24/11/2004,00.00.00,3,9,1439,-200.0,18.0,6,1257,715,494,135,1571,,10,1,83.0,5.0,296.0
24/11/2004,01.00.00,2,8,1270,-200.0,13.0,4,1098,558,572,123,1420,1463.0,10,0,83.0,6.0,235.0
24/11/2004,02.00.00,2,3,1163,-200.0,10.0,1,980,467,654,106,1327,1299.0,10,4,80.0,8.0,191.0
24/11/2004,03.00.00,1,8,1130,-200.0,8.0,4,915,-200,697,-200,1281,1205.0,10,6,80.0,3.0,252.0
24/11/2004,04.00.00,1,4,1023,-200.0,5.0,4,781,295,809,81,1195,1019.0,10,6,78.0,8.0,80.0
24/11/2004,05.00.00,1,931,-200,3.0,4.0,679,151,947,66,1138,867,10.0,5,77,8.0,0.0,
24/11/2004,06.00.00,1,953,-200,4.0,1.0,717,188,907,64,1152,911,9.0,8,79,2.0,0.0,
24/11/2004,07.00.00,1,8,1108,-200.0,8.0,7,927,380,718,86,1315,1106.0,9,5,80.0,3.0,9532.0
24/11/2004,08.00.00,3,8,1414,-200.0,18.0,7,1261,717,532,114,1644,1479.0,9,8,80.0,5.0,9724.0
24/11/2004,09.00.00,4,2,1423,-200.0,21.0,0,1323,803,496,115,1727,1568.0,10,3,80.0,3.0,20.0
24/11/2004,10.00.00,3,6,1352,-200.0,17.0,7,1231,726,538,110,1605,1530.0,11,1,77.0,2.0,175.0
24/11/2004,11.00.00,3,3,1303,-200.0,15.0,1,1153,558,575,116,1520,1582.0,13,3,68.0,8.0,505.0
24/11/2004,12.00.00,2,1103,-200,8.0,8.0,931,427,711,162,1293,1235,15.0,1,58,3.0,0.0,
24/11/2004,13.00.00,2,1138,-200,9.0,7.0,967,317,695,104,1332,1195,15.0,6,56,2.0,0.0,
24/11/2004,14.00.00,2,9,1278,-200.0,14.0,4,1130,436,580,129,1506,1471.0,15,4,59.0,6.0,375.0
24/11/2004,15.00.00,2,7,1292,-200.0,14.0,7,1141,490,556,146,1498,1582.0,14,6,63.0,7.0,508.0
24/11/2004,16.00.00,3,4,1374,-200.0,17.0,4,1222,602,516,160,1582,1671.0,13,7,66.0,8.0,432.0
24/11/2004,17.00.00,4,5,1464,-200.0,22.0,3,1358,732,477,169,1719,1711.0,12,3,72.0,5.0,331.0
24/11/2004,18.00.00,6,1,1562,-200.0,30.0,3,1557,865,427,167,1916,1852.0,10,8,77.0,2.0,21.0
24/11/2004,19.00.00,6,8,1592,-200.0,33.0,3,1627,936,401,166,1957,1902.0,10,2,80.0,4.0,3.0
24/11/2004,20.00.00,8,4,1669,-200.0,36.0,0,1686,1074,384,181,2066,1961.0,10,1,79.0,3.0,9795.0
24/11/2004,21.00.00,5,3,1429,-200.0,,9,1401,812,475,144,1698,1689.0,10,0,76.0,1.0,9329.0
24/11/2004,22.00.00,4,5,1354,-200.0,19.0,0,1269,773,506,141,1530,1580.0,8,6,82.0,3.0,9198.0
24/11/2004,23.00.00,4,1,1311,-200.0,16.0,8,1203,761,542,123,1448,1428.0,7,7,84.0,3.0,8881.0
25/11/2004,00.00.00,4,1311,-200,17.0,5.0,1225,781,538,121,1464,1434,7.0,1,84,1.0,0.0,
25/11/2004,01.00.00,4,1292,-200,17.0,4.0,1221,743,547,114,1437,1389,6.0,7,83,2.0,0.0,
25/11/2004,02.00.00,3,1091,-200,11.0,3.0,1025,533,666,93,1262,1130,6.0,0,83,0.0,0.0,
25/11/2004,03.00.00,2,1,1009,-200.0,8.0,7,928,-200,754,-200,1166,983.0,5,1,84.0,0.0,7439.0
25/11/2004,04.00.00,2,2,1050,-200.0,9.0,4,956,456,725,89,1162,1025.0,4,3,85.0,4.0,7152.0
25/11/2004,05.00.00,2,2,1053,-200.0,9.0,4,955,486,710,94,1154,1050.0,4,0,85.0,7.0,7041.0
25/11/2004,06.00.00,2,1016,-200,9.0,1.0,945,498,724,93,1147,1038,4.0,0,84,4.0,0.0,
25/11/2004,07.00.00,2,2,1057,-200.0,10.0,7,1004,585,702,100,1204,1080.0,4,0,83.0,1.0,6820.0
25/11/2004,08.00.00,4,1309,-200,21.0,3.0,1333,911,537,127,1555,1411,4.0,4,81,3.0,0.0,
25/11/2004,09.00.00,4,8,1315,-200.0,22.0,9,1375,845,526,137,1576,1549.0,6,7,72.0,6.0,7180.0
25/11/2004,10.00.00,4,6,1315,-200.0,20.0,1,1300,807,547,190,1531,1659.0,10,0,63.0,4.0,7791.0
25/11/2004,11.00.00,2,8,1111,-200.0,11.0,8,1042,603,682,171,1257,1434.0,13,6,48.0,7.0,7547.0
25/11/2004,12.00.00,2,1,1087,-200.0,10.0,6,1000,391,706,127,1251,1310.0,14,6,46.0,5.0,7687.0
25/11/2004,13.00.00,2,1104,-200,11.0,4.0,1028,279,696,109,1263,1227,15.0,4,43,0.0,0.0,
25/11/2004,14.00.00,2,5,1142,-200.0,12.0,8,1078,358,670,126,1256,1261.0,16,4,38.0,2.0,7081.0
25/11/2004,15.00.00,2,5,1164,-200.0,13.0,4,1096,403,662,136,1311,1261.0,16,8,37.0,6.0,7129.0
25/11/2004,16.00.00,2,8,1214,-200.0,14.0,2,1124,465,659,156,1302,1345.0,16,8,36.0,7.0,6944.0
25/11/2004,17.00.00,4,1369,-200,21.0,8.0,1346,707,558,187,1537,1608,15.0,4,41,3.0,0.0,
25/11/2004,18.00.00,4,5,1368,-200.0,21.0,4,1334,660,529,173,1547,1653.0,13,8,48.0,9.0,7699.0
25/11/2004,19.00.00,3,1,1226,-200.0,15.0,4,1161,402,606,137,1368,1442.0,13,3,50.0,9.0,7745.0
25/11/2004,20.00.00,2,6,1225,-200.0,14.0,5,1134,350,614,122,1352,1421.0,11,5,57.0,3.0,7786.0
25/11/2004,21.00.00,2,6,1190,-200.0,11.0,4,1028,355,654,129,1287,1329.0,10,7,59.0,8.0,7674.0
25/11/2004,22.00.00,2,1128,-200,7.0,8.0,889,296,743,110,1160,1212,10.0,0,61,8.0,0.0,
25/11/2004,23.00.00,1,8,1105,-200.0,7.0,6,883,266,747,102,1180,1179.0,9,9,62.0,1.0,7566.0
26/11/2004,00.00.00,2,5,1152,-200.0,9.0,5,959,373,689,114,1232,1231.0,9,3,64.0,5.0,7554.0
26/11/2004,01.00.00,2,3,1141,-200.0,9.0,7,967,417,698,117,1245,1214.0,9,1,65.0,7.0,7607.0
26/11/2004,02.00.00,2,1,1121,-200.0,,1,901,308,712,98,1215,1134.0,8,9,71.0,8.0,8180.0
26/11/2004,03.00.00,1,5,1043,-200.0,5.0,9,805,-200,798,-200,1155,992.0,9,1,72.0,9.0,8429.0
26/11/2004,04.00.00,-200,1090,-200,6.0,6.0,841,209,757,79,1202,989,8.0,7,77,6.0,0.0,
26/11/2004,05.00.00,1,2,982,-200.0,4.0,8,752,196,844,77,1153,897.0,9,0,77.0,3.0,8873.0
26/11/2004,06.00.00,1,974,-200,4.0,6.0,743,203,864,75,1155,885,9.0,1,77,3.0,0.0,
26/11/2004,07.00.00,1,7,1118,-200.0,8.0,4,915,393,731,95,1289,1059.0,9,3,76.0,9.0,9007.0
26/11/2004,08.00.00,4,3,1508,-200.0,23.0,1,1379,864,496,137,1767,1567.0,10,0,75.0,0.0,9179.0
26/11/2004,09.00.00,5,8,1521,-200.0,26.0,6,1470,960,456,149,1857,1727.0,10,6,72.0,7.0,9272.0
26/11/2004,10.00.00,5,6,1562,-200.0,26.0,1,1458,1056,458,197,1770,2021.0,12,4,64.0,8.0,9310.0
26/11/2004,11.00.00,4,1392,-200,16.0,4.0,1192,856,543,183,1508,1795,13.0,7,59,9.0,0.0,
26/11/2004,12.00.00,4,1439,-200,18.0,9.0,1267,854,522,179,1586,1852,14.0,9,57,0.0,0.0,
26/11/2004,13.00.00,4,9,1539,-200.0,22.0,7,1371,854,488,196,1712,1943.0,15,5,56.0,2.0,9814.0
26/11/2004,14.00.00,5,6,1608,-200.0,27.0,2,1483,949,446,208,1845,2058.0,15,8,56.0,3.0,26.0
26/11/2004,15.00.00,5,1,1589,-200.0,24.0,1,1407,932,556,203,1757,1972.0,15,8,57.0,9.0,292.0
26/11/2004,16.00.00,6,2,1704,-200.0,29.0,1,1531,1071,507,213,1904,2098.0,15,7,58.0,9.0,432.0
26/11/2004,17.00.00,7,7,1822,-200.0,36.0,0,1686,1134,387,233,2077,2244.0,15,5,61.0,2.0,670.0
26/11/2004,18.00.00,10,1,1956,-200.0,45.0,2,1877,1389,347,255,2338,2465.0,15,5,62.0,8.0,979.0
26/11/2004,19.00.00,6,4,1676,-200.0,30.0,7,1568,866,444,170,1983,2096.0,15,6,64.0,9.0,1396.0
26/11/2004,20.00.00,7,7,1834,-200.0,37.0,7,1723,947,400,167,2204,2190.0,15,1,67.0,0.0,1394.0
26/11/2004,21.00.00,8,1,1759,-200.0,31.0,6,1588,1155,437,205,1971,2234.0,14,6,67.0,7.0,1164.0
26/11/2004,22.00.00,4,7,1518,-200.0,19.0,9,1293,798,515,170,1602,2048.0,13,8,67.0,8.0,609.0
26/11/2004,23.00.00,4,3,1502,-200.0,18.0,6,1256,696,560,154,1568,2044.0,13,4,69.0,0.0,579.0
27/11/2004,00.00.00,4,1,1499,-200.0,16.0,9,1207,654,748,143,1530,1881.0,13,0,73.0,7.0,957.0
27/11/2004,01.00.00,4,2,1531,-200.0,18.0,0,1238,685,619,140,1583,1774.0,12,7,77.0,5.0,1339.0
27/11/2004,02.00.00,3,8,1424,-200.0,14.0,9,1145,574,641,122,1482,1615.0,12,4,78.0,4.0,1269.0
27/11/2004,03.00.00,2,7,1279,-200.0,10.0,2,986,-200,756,-200,1362,1473.0,11,9,79.0,7.0,1075.0
27/11/2004,04.00.00,2,4,1250,-200.0,9.0,1,942,319,755,103,1323,1380.0,11,9,80.0,7.0,1199.0
27/11/2004,05.00.00,2,1189,-200,7.0,3.0,870,263,821,97,1272,1251,13.0,2,75,8.0,1.0,
27/11/2004,06.00.00,1,7,1197,-200.0,7.0,6,881,320,820,99,1295,1173.0,12,3,81.0,9.0,1674.0
27/11/2004,07.00.00,2,1,1273,-200.0,9.0,2,946,439,729,110,1349,1217.0,12,8,80.0,8.0,1898.0
27/11/2004,08.00.00,2,5,1298,-200.0,11.0,1,1017,398,727,110,1418,1193.0,13,7,76.0,3.0,1932.0
27/11/2004,09.00.00,3,8,1453,-200.0,16.0,3,1190,637,583,121,1644,1358.0,13,4,78.0,8.0,2104.0
27/11/2004,10.00.00,3,9,1492,-200.0,17.0,8,1233,699,561,122,1672,1481.0,13,8,77.0,8.0,2201.0
27/11/2004,11.00.00,4,2,1481,-200.0,16.0,7,1202,699,768,136,1639,1532.0,15,1,73.0,2.0,2440.0
27/11/2004,12.00.00,4,1524,-200,17.0,6.0,1228,707,853,170,1646,1675,15.0,8,70,5.0,1.0,
27/11/2004,13.00.00,4,4,1562,-200.0,19.0,4,1280,743,479,156,1711,1709.0,15,4,73.0,3.0,2700.0
27/11/2004,14.00.00,4,7,1567,-200.0,20.0,1,1300,745,473,158,1753,1743.0,15,6,71.0,4.0,2596.0
27/11/2004,15.00.00,4,6,1568,-200.0,19.0,4,1280,741,479,174,1703,1774.0,16,3,68.0,7.0,2596.0
27/11/2004,16.00.00,4,8,1622,-200.0,20.0,5,1312,765,477,187,1727,1804.0,16,4,68.0,2.0,2662.0
27/11/2004,17.00.00,4,5,1515,-200.0,18.0,7,1259,632,508,147,1695,1555.0,15,6,70.0,2.0,2380.0
27/11/2004,18.00.00,5,6,1603,-200.0,24.0,5,1417,808,459,136,1871,1621.0,14,2,75.0,8.0,2202.0
27/11/2004,19.00.00,4,9,1514,-200.0,21.0,3,1334,703,489,134,1755,1614.0,14,0,74.0,6.0,1865.0
27/11/2004,20.00.00,5,3,1567,-200.0,23.0,5,1392,764,470,126,1821,1637.0,13,3,75.0,8.0,1506.0
27/11/2004,21.00.00,4,6,1380,-200.0,15.0,5,1163,667,573,130,1547,1485.0,13,7,72.0,5.0,1326.0
27/11/2004,22.00.00,2,4,1214,-200.0,9.0,9,972,355,663,98,1359,1280.0,12,8,73.0,8.0,853.0
27/11/2004,23.00.00,2,7,1225,-200.0,10.0,1,982,359,656,89,1358,1236.0,11,2,78.0,3.0,415.0
28/11/2004,00.00.00,2,5,1250,-200.0,10.0,3,989,327,665,88,1343,1204.0,10,6,79.0,4.0,133.0
28/11/2004,01.00.00,2,3,1143,-200.0,7.0,6,882,289,738,86,1260,1069.0,10,8,77.0,5.0,27.0
28/11/2004,02.00.00,-200,1046,-200,6.0,1.0,817,-200,790,-200,1214,957,10.0,5,78,6.0,0.0,
28/11/2004,03.00.00,1,3,953,-200.0,4.0,2,722,138,911,70,1148,828.0,10,3,77.0,6.0,9743.0
28/11/2004,04.00.00,1,913,-200,3.0,1.0,659,86,1010,55,1121,748,10.0,3,74,9.0,0.0,
28/11/2004,05.00.00,0,9,858,-200.0,1.0,6,554,60,1207,45,1047,663.0,11,2,69.0,0.0,9159.0
28/11/2004,06.00.00,0,7,848,-200.0,1.0,7,560,62,1206,44,1045,644.0,8,9,77.0,1.0,8804.0
28/11/2004,07.00.00,0,8,871,-200.0,1.0,5,548,73,1197,50,1025,662.0,9,5,73.0,3.0,8719.0
28/11/2004,08.00.00,1,909,-200,2.0,6.0,624,157,1056,74,1073,736,8.0,6,77,2.0,0.0,
28/11/2004,09.00.00,1,1,906,-200.0,2.0,8,637,166,1024,81,1070,761.0,8,6,76.0,6.0,8586.0
28/11/2004,10.00.00,0,8,859,-200.0,1.0,9,573,98,1126,65,1039,696.0,9,7,72.0,0.0,8649.0
28/11/2004,11.00.00,1,4,1028,-200.0,5.0,2,773,153,877,76,1194,871.0,11,1,68.0,2.0,8979.0
28/11/2004,12.00.00,2,2,1089,-200.0,6.0,5,835,307,778,110,1216,1004.0,11,8,65.0,0.0,8966.0
28/11/2004,13.00.00,2,7,1184,-200.0,9.0,4,954,416,701,124,1313,1133.0,12,1,64.0,8.0,9135.0
28/11/2004,14.00.00,2,3,1136,-200.0,8.0,2,906,346,729,120,1274,1140.0,12,6,63.0,2.0,9209.0
28/11/2004,15.00.00,1,9,1069,-200.0,6.0,9,854,252,780,99,1242,999.0,13,4,61.0,9.0,9513.0
28/11/2004,16.00.00,2,7,1214,-200.0,8.0,6,922,326,741,117,1273,1124.0,13,3,63.0,3.0,9597.0
28/11/2004,17.00.00,3,2,1212,-200.0,8.0,6,926,490,720,132,1283,1193.0,11,2,70.0,9.0,9406.0
28/11/2004,18.00.00,3,2,1218,-200.0,10.0,1,981,452,677,113,1335,1258.0,9,6,76.0,5.0,9184.0
28/11/2004,19.00.00,3,5,1279,-200.0,,6,1069,542,628,117,1418,1356.0,9,9,76.0,3.0,9296.0
28/11/2004,20.00.00,4,5,1382,-200.0,16.0,5,1196,605,573,127,1543,1468.0,10,4,74.0,6.0,9394.0
28/11/2004,21.00.00,4,1,1292,-200.0,13.0,0,1085,577,620,132,1438,1390.0,10,3,75.0,1.0,9399.0
28/11/2004,22.00.00,3,3,1250,-200.0,12.0,1,1054,491,634,121,1407,,10,4,75.0,4.0,9470.0
28/11/2004,23.00.00,3,1,1260,-200.0,11.0,4,1030,492,639,122,1378,1355.0,10,5,75.0,4.0,9566.0
29/11/2004,00.00.00,3,1203,-200,10.0,3.0,988,412,658,113,1350,1315,10.0,2,78,4.0,0.0,
29/11/2004,01.00.00,2,3,1146,-200.0,8.0,0,900,283,718,99,1280,1183.0,9,9,80.0,5.0,9840.0
29/11/2004,02.00.00,2,3,1130,-200.0,8.0,1,902,280,715,86,1289,1117.0,9,8,81.0,4.0,9855.0
29/11/2004,03.00.00,1,7,1032,-200.0,4.0,9,757,-200,837,-200,1182,1001.0,9,5,81.0,7.0,9693.0
29/11/2004,04.00.00,1,5,993,-200.0,4.0,2,720,156,891,66,1143,925.0,8,9,83.0,0.0,9487.0
29/11/2004,05.00.00,1,3,987,-200.0,4.0,9,759,166,856,67,1162,940.0,8,8,83.0,7.0,9529.0
29/11/2004,06.00.00,1,4,1018,-200.0,5.0,7,800,225,821,78,1185,956.0,8,7,84.0,2.0,9526.0
29/11/2004,07.00.00,2,1129,-200,9.0,8.0,971,325,707,90,1315,1064,8.0,7,83,7.0,0.0,
29/11/2004,08.00.00,4,2,1440,-200.0,20.0,6,1312,760,537,120,1657,1515.0,9,6,80.0,8.0,9687.0
29/11/2004,09.00.00,5,9,1609,-200.0,29.0,5,1540,948,486,139,1961,1803.0,11,3,75.0,3.0,48.0
29/11/2004,10.00.00,6,3,1573,-200.0,28.0,3,1511,1044,531,172,1916,1927.0,13,8,68.0,5.0,718.0
29/11/2004,11.00.00,6,6,1705,-200.0,30.0,5,1562,1172,473,232,1988,2197.0,14,9,64.0,9.0,929.0
29/11/2004,12.00.00,5,1551,-200,23.0,0.0,1377,1000,564,168,1734,2038,15.0,3,63,2.0,1.0,
29/11/2004,13.00.00,2,5,1163,-200.0,11.0,1,1016,366,781,120,1363,1339.0,18,6,49.0,1.0,425.0
29/11/2004,14.00.00,2,6,1186,-200.0,12.0,8,1077,346,797,121,1404,1328.0,18,6,49.0,3.0,451.0
29/11/2004,15.00.00,1,9,1166,-200.0,10.0,8,1007,289,775,117,1391,1227.0,18,4,49.0,9.0,453.0
29/11/2004,16.00.00,2,3,1200,-200.0,11.0,4,1027,316,760,121,1416,1199.0,17,9,51.0,4.0,488.0
29/11/2004,17.00.00,1,9,1134,-200.0,8.0,1,903,238,821,107,1299,1046.0,18,0,51.0,9.0,622.0
29/11/2004,18.00.00,2,3,1161,-200.0,10.0,0,979,267,758,115,1375,1132.0,16,7,57.0,3.0,813.0
29/11/2004,19.00.00,1,8,1117,-200.0,7.0,3,871,182,781,94,1320,986.0,17,3,57.0,0.0,1137.0
29/11/2004,20.00.00,1,9,1114,-200.0,7.0,3,872,197,857,98,1310,991.0,16,8,58.0,7.0,1109.0
29/11/2004,21.00.00,1,4,1022,-200.0,4.0,6,744,149,1224,87,1210,847.0,16,5,59.0,2.0,1021.0
29/11/2004,22.00.00,1,2,996,-200.0,4.0,0,710,124,1699,78,1182,783.0,16,3,59.0,7.0,941.0
29/11/2004,23.00.00,1,1002,-200,3.0,9.0,704,105,1472,69,1202,752,16.0,0,61,6.0,1.0,
30/11/2004,00.00.00,1,2,1032,-200.0,3.0,6,688,109,1514,67,1200,737.0,15,6,66.0,6.0,1763.0
30/11/2004,01.00.00,1,4,1052,-200.0,5.0,1,766,169,1031,81,1302,796.0,13,8,80.0,4.0,2621.0
30/11/2004,02.00.00,1,2,1014,-200.0,4.0,5,737,124,1509,75,1288,765.0,13,2,84.0,4.0,2779.0
30/11/2004,03.00.00,0,8,897,-200.0,2.0,0,581,-200,1184,-200,1181,636.0,13,6,82.0,8.0,2845.0
30/11/2004,04.00.00,0,6,878,-200.0,1.0,2,518,50,1294,42,1149,539.0,13,8,81.0,3.0,2767.0
30/11/2004,05.00.00,0,6,840,-200.0,1.0,4,534,47,1268,38,1109,483.0,13,6,75.0,5.0,1720.0
30/11/2004,06.00.00,0,7,879,-200.0,1.0,9,575,110,1262,64,1111,537.0,11,5,81.0,4.0,1025.0
30/11/2004,07.00.00,1,1,999,-200.0,3.0,6,690,193,1027,86,1192,707.0,11,8,80.0,7.0,1181.0
30/11/2004,08.00.00,2,5,1251,-200.0,11.0,0,1015,475,751,127,1453,1070.0,12,3,78.0,9.0,1283.0
